Frequent_config,count
ClassicGumtree-bu_minsim-0.8-bu_minsize-1200-st_minprio-1-st_priocalc-size,8026
ClassicGumtree-bu_minsim-0.6-bu_minsize-500-st_minprio-1-st_priocalc-size,8012
ClassicGumtree-bu_minsim-0.8-bu_minsize-1100-st_minprio-1-st_priocalc-size,8003
ClassicGumtree-bu_minsim-0.7-bu_minsize-700-st_minprio-1-st_priocalc-size,8001
ClassicGumtree-bu_minsim-0.8-bu_minsize-1000-st_minprio-1-st_priocalc-size,7992
ClassicGumtree-bu_minsim-0.5-bu_minsize-300-st_minprio-1-st_priocalc-size,7983
ClassicGumtree-bu_minsim-0.4-bu_minsize-200-st_minprio-1-st_priocalc-size,7975
ClassicGumtree-bu_minsim-0.8-bu_minsize-900-st_minprio-1-st_priocalc-size,7973
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-height,7967
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-height,7967
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-height,7967
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-height,7967
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-size,7965
ClassicGumtree-bu_minsim-0.6-bu_minsize-400-st_minprio-1-st_priocalc-size,7963
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-height,7962
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-size,7962
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-size,7961
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-size,7960
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-height,7960
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-height,7959
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-size,7959
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-size,7958
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-height,7957
ClassicGumtree-bu_minsim-0.7-bu_minsize-600-st_minprio-1-st_priocalc-size,7955
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-height,7952
ClassicGumtree-bu_minsim-0.9-bu_minsize-1700-st_minprio-1-st_priocalc-size,7951
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-size,7950
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-size,7949
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-height,7944
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-height,7944
ClassicGumtree-bu_minsim-0.9-bu_minsize-1800-st_minprio-1-st_priocalc-size,7943
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-size,7942
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-height,7941
ClassicGumtree-bu_minsim-0.9-bu_minsize-2000-st_minprio-1-st_priocalc-size,7939
ClassicGumtree-bu_minsim-0.9-bu_minsize-1900-st_minprio-1-st_priocalc-size,7939
ClassicGumtree-bu_minsim-0.8-bu_minsize-800-st_minprio-1-st_priocalc-size,7938
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-size,7934
HybridGumtree-bu_minsize-600-st_minprio-1-st_priocalc-height,7933
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-size,7932
ClassicGumtree-bu_minsim-0.9-bu_minsize-1500-st_minprio-1-st_priocalc-size,7932
ClassicGumtree-bu_minsim-0.9-bu_minsize-1600-st_minprio-1-st_priocalc-size,7932
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-size,7931
ClassicGumtree-bu_minsim-0.9-bu_minsize-1400-st_minprio-1-st_priocalc-size,7926
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-height,7921
ClassicGumtree-bu_minsim-0.9-bu_minsize-1300-st_minprio-1-st_priocalc-size,7915
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-height,7915
HybridGumtree-bu_minsize-500-st_minprio-1-st_priocalc-height,7913
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-size,7912
ClassicGumtree-bu_minsim-0.7-bu_minsize-500-st_minprio-1-st_priocalc-size,7908
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-size,7904
ClassicGumtree-bu_minsim-0.8-bu_minsize-700-st_minprio-1-st_priocalc-size,7903
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-size,7901
ClassicGumtree-bu_minsim-0.9-bu_minsize-1200-st_minprio-1-st_priocalc-size,7897
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-height,7894
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-size,7893
ClassicGumtree-bu_minsim-0.3-bu_minsize-100-st_minprio-1-st_priocalc-size,7885
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-size,7877
ClassicGumtree-bu_minsim-0.5-bu_minsize-200-st_minprio-1-st_priocalc-size,7865
ClassicGumtree-bu_minsim-1.0-bu_minsize-2000-st_minprio-1-st_priocalc-size,7865
ClassicGumtree-bu_minsim-0.6-bu_minsize-300-st_minprio-1-st_priocalc-size,7864
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-size,7864
ClassicGumtree-bu_minsim-0.9-bu_minsize-1100-st_minprio-1-st_priocalc-size,7864
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-size,7862
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-size,7862
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-size,7860
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-size,7857
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-size,7853
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-height,7851
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-size,7850
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-size,7850
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-size,7849
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-size,7845
ClassicGumtree-bu_minsim-0.8-bu_minsize-600-st_minprio-1-st_priocalc-size,7842
ClassicGumtree-bu_minsim-0.7-bu_minsize-400-st_minprio-1-st_priocalc-size,7841
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-size,7841
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-size,7840
ClassicGumtree-bu_minsim-1.0-bu_minsize-1900-st_minprio-1-st_priocalc-size,7835
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-size,7834
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-size,7833
ClassicGumtree-bu_minsim-0.9-bu_minsize-1000-st_minprio-1-st_priocalc-size,7832
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-height,7829
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-height,7826
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-height,7824
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-height,7822
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-size,7821
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-height,7821
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-height,7820
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-height,7820
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-height,7819
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-size,7816
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-size,7814
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-size,7814
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-size,7813
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-size,7812
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-size,7812
ClassicGumtree-bu_minsim-1.0-bu_minsize-1800-st_minprio-1-st_priocalc-size,7811
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-height,7807
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-size,7805
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-height,7805
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-size,7803
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-size,7803
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-height,7802
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-size,7800
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-size,7798
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-height,7794
ClassicGumtree-bu_minsim-0.9-bu_minsize-900-st_minprio-1-st_priocalc-size,7793
ClassicGumtree-bu_minsim-1.0-bu_minsize-1700-st_minprio-1-st_priocalc-size,7792
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-size,7787
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-size,7786
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-height,7782
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-size,7779
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-size,7778
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-height,7773
HybridGumtree-bu_minsize-200-st_minprio-2-st_priocalc-size,7772
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-height,7766
ClassicGumtree-bu_minsim-0.4-bu_minsize-100-st_minprio-1-st_priocalc-size,7764
HybridGumtree-bu_minsize-400-st_minprio-3-st_priocalc-size,7764
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-size,7763
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-size,7763
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-size,7762
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-size,7762
ClassicGumtree-bu_minsim-1.0-bu_minsize-1600-st_minprio-1-st_priocalc-size,7762
ClassicGumtree-bu_minsim-0.8-bu_minsize-500-st_minprio-1-st_priocalc-size,7761
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-size,7760
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-size,7759
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-size,7756
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-size,7755
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-size,7755
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-size,7751
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-height,7749
ClassicGumtree-bu_minsim-0.2-bu_minsize-2000-st_minprio-1-st_priocalc-height,7746
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-size,7745
HybridGumtree-bu_minsize-600-st_minprio-4-st_priocalc-size,7742
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-height,7740
ClassicGumtree-bu_minsim-0.9-bu_minsize-800-st_minprio-1-st_priocalc-size,7739
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-height,7739
ClassicGumtree-bu_minsim-0.4-bu_minsize-2000-st_minprio-2-st_priocalc-size,7738
ClassicGumtree-bu_minsim-0.3-bu_minsize-2000-st_minprio-2-st_priocalc-size,7738
ClassicGumtree-bu_minsim-0.4-bu_minsize-2000-st_minprio-1-st_priocalc-height,7737
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-size,7736
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-height,7736
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-height,7736
ClassicGumtree-bu_minsim-0.2-bu_minsize-2000-st_minprio-2-st_priocalc-size,7734
ClassicGumtree-bu_minsim-0.3-bu_minsize-2000-st_minprio-1-st_priocalc-height,7732
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-height,7729
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-height,7727
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-height,7727
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-size,7727
ClassicGumtree-bu_minsim-1.0-bu_minsize-1500-st_minprio-1-st_priocalc-size,7724
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-height,7723
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-height,7720
SimpleGumtree-st_minprio-1-st_priocalc-size,7718
HybridGumtree-bu_minsize-500-st_minprio-4-st_priocalc-size,7718
ClassicGumtree-bu_minsim-0.5-bu_minsize-2000-st_minprio-1-st_priocalc-height,7717
HybridGumtree-bu_minsize-300-st_minprio-3-st_priocalc-size,7717
ClassicGumtree-bu_minsim-0.3-bu_minsize-1900-st_minprio-2-st_priocalc-size,7716
ClassicGumtree-bu_minsim-0.6-bu_minsize-2000-st_minprio-1-st_priocalc-height,7715
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-height,7715
ClassicGumtree-bu_minsim-0.8-bu_minsize-2000-st_minprio-1-st_priocalc-height,7714
ClassicGumtree-bu_minsim-0.2-bu_minsize-1900-st_minprio-1-st_priocalc-height,7714
ClassicGumtree-bu_minsim-1.0-bu_minsize-2000-st_minprio-2-st_priocalc-size,7714
ClassicGumtree-bu_minsim-1.0-bu_minsize-2000-st_minprio-1-st_priocalc-height,7713
HybridGumtree-bu_minsize-800-st_minprio-5-st_priocalc-size,7712
