Frequent_config,count
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-size,8263
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-size,8261
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-size,8261
ClassicGumtree-bu_minsim-0.2-bu_minsize-700-st_minprio-1-st_priocalc-size,8256
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-size,8256
ClassicGumtree-bu_minsim-0.1-bu_minsize-400-st_minprio-1-st_priocalc-size,8255
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-size,8255
ClassicGumtree-bu_minsim-0.1-bu_minsize-1700-st_minprio-1-st_priocalc-size,8253
ClassicGumtree-bu_minsim-0.2-bu_minsize-1800-st_minprio-1-st_priocalc-size,8248
ClassicGumtree-bu_minsim-0.3-bu_minsize-1200-st_minprio-1-st_priocalc-size,8247
HybridGumtree-bu_minsize-600-st_minprio-1-st_priocalc-size,8247
ClassicGumtree-bu_minsim-0.3-bu_minsize-1300-st_minprio-1-st_priocalc-size,8238
ClassicGumtree-bu_minsim-0.3-bu_minsize-1100-st_minprio-1-st_priocalc-size,8237
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-size,8236
HybridGumtree-bu_minsize-500-st_minprio-1-st_priocalc-size,8233
ClassicGumtree-bu_minsim-0.3-bu_minsize-1400-st_minprio-1-st_priocalc-size,8229
ClassicGumtree-bu_minsim-0.2-bu_minsize-1900-st_minprio-1-st_priocalc-size,8223
ClassicGumtree-bu_minsim-0.3-bu_minsize-1000-st_minprio-1-st_priocalc-size,8223
ClassicGumtree-bu_minsim-0.2-bu_minsize-600-st_minprio-1-st_priocalc-size,8222
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-size,8215
ClassicGumtree-bu_minsim-0.4-bu_minsize-1200-st_minprio-1-st_priocalc-size,8212
ClassicGumtree-bu_minsim-0.3-bu_minsize-1500-st_minprio-1-st_priocalc-size,8210
ClassicGumtree-bu_minsim-0.4-bu_minsize-1300-st_minprio-1-st_priocalc-size,8207
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-size,8206
ClassicGumtree-bu_minsim-0.3-bu_minsize-900-st_minprio-1-st_priocalc-size,8206
ClassicGumtree-bu_minsim-0.1-bu_minsize-1800-st_minprio-1-st_priocalc-size,8205
ClassicGumtree-bu_minsim-0.4-bu_minsize-1400-st_minprio-1-st_priocalc-size,8204
ClassicGumtree-bu_minsim-0.4-bu_minsize-1500-st_minprio-1-st_priocalc-size,8195
ClassicGumtree-bu_minsim-0.4-bu_minsize-1100-st_minprio-1-st_priocalc-size,8193
ClassicGumtree-bu_minsim-0.3-bu_minsize-1600-st_minprio-1-st_priocalc-size,8191
ClassicGumtree-bu_minsim-0.2-bu_minsize-2000-st_minprio-1-st_priocalc-size,8189
ClassicGumtree-bu_minsim-0.4-bu_minsize-1600-st_minprio-1-st_priocalc-size,8189
ClassicGumtree-bu_minsim-0.3-bu_minsize-800-st_minprio-1-st_priocalc-size,8183
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-size,8182
ClassicGumtree-bu_minsim-0.4-bu_minsize-1000-st_minprio-1-st_priocalc-size,8178
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-size,8167
ClassicGumtree-bu_minsim-0.4-bu_minsize-1700-st_minprio-1-st_priocalc-size,8166
ClassicGumtree-bu_minsim-0.3-bu_minsize-1700-st_minprio-1-st_priocalc-size,8163
ClassicGumtree-bu_minsim-0.4-bu_minsize-1800-st_minprio-1-st_priocalc-size,8163
ClassicGumtree-bu_minsim-0.5-bu_minsize-1200-st_minprio-1-st_priocalc-size,8162
ClassicGumtree-bu_minsim-0.2-bu_minsize-500-st_minprio-1-st_priocalc-size,8159
ClassicGumtree-bu_minsim-0.4-bu_minsize-900-st_minprio-1-st_priocalc-size,8158
ClassicGumtree-bu_minsim-0.1-bu_minsize-1900-st_minprio-1-st_priocalc-size,8158
ClassicGumtree-bu_minsim-0.5-bu_minsize-1300-st_minprio-1-st_priocalc-size,8154
ClassicGumtree-bu_minsim-0.5-bu_minsize-1400-st_minprio-1-st_priocalc-size,8150
ClassicGumtree-bu_minsim-0.5-bu_minsize-1100-st_minprio-1-st_priocalc-size,8149
ClassicGumtree-bu_minsim-0.3-bu_minsize-1800-st_minprio-1-st_priocalc-size,8149
ClassicGumtree-bu_minsim-0.3-bu_minsize-700-st_minprio-1-st_priocalc-size,8145
ClassicGumtree-bu_minsim-0.6-bu_minsize-1200-st_minprio-1-st_priocalc-size,8143
ClassicGumtree-bu_minsim-0.6-bu_minsize-1400-st_minprio-1-st_priocalc-size,8143
ClassicGumtree-bu_minsim-0.1-bu_minsize-300-st_minprio-1-st_priocalc-size,8141
ClassicGumtree-bu_minsim-0.6-bu_minsize-1300-st_minprio-1-st_priocalc-size,8141
ClassicGumtree-bu_minsim-0.5-bu_minsize-1500-st_minprio-1-st_priocalc-size,8138
ClassicGumtree-bu_minsim-0.4-bu_minsize-800-st_minprio-1-st_priocalc-size,8135
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-size,8135
ClassicGumtree-bu_minsim-0.5-bu_minsize-1000-st_minprio-1-st_priocalc-size,8132
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-size,8131
ClassicGumtree-bu_minsim-0.6-bu_minsize-1500-st_minprio-1-st_priocalc-size,8131
ClassicGumtree-bu_minsim-0.6-bu_minsize-1100-st_minprio-1-st_priocalc-size,8125
ClassicGumtree-bu_minsim-0.6-bu_minsize-1600-st_minprio-1-st_priocalc-size,8122
ClassicGumtree-bu_minsim-0.4-bu_minsize-1900-st_minprio-1-st_priocalc-size,8121
ClassicGumtree-bu_minsim-0.4-bu_minsize-2000-st_minprio-1-st_priocalc-size,8121
ClassicGumtree-bu_minsim-0.1-bu_minsize-2000-st_minprio-1-st_priocalc-size,8118
ClassicGumtree-bu_minsim-0.5-bu_minsize-1600-st_minprio-1-st_priocalc-size,8115
ClassicGumtree-bu_minsim-0.5-bu_minsize-900-st_minprio-1-st_priocalc-size,8111
ClassicGumtree-bu_minsim-0.6-bu_minsize-1700-st_minprio-1-st_priocalc-size,8108
ClassicGumtree-bu_minsim-0.6-bu_minsize-1800-st_minprio-1-st_priocalc-size,8107
ClassicGumtree-bu_minsim-0.3-bu_minsize-600-st_minprio-1-st_priocalc-size,8107
ClassicGumtree-bu_minsim-0.6-bu_minsize-1000-st_minprio-1-st_priocalc-size,8102
ClassicGumtree-bu_minsim-0.3-bu_minsize-1900-st_minprio-1-st_priocalc-size,8098
ClassicGumtree-bu_minsim-0.4-bu_minsize-700-st_minprio-1-st_priocalc-size,8096
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-size,8092
ClassicGumtree-bu_minsim-0.5-bu_minsize-1700-st_minprio-1-st_priocalc-size,8090
ClassicGumtree-bu_minsim-0.2-bu_minsize-400-st_minprio-1-st_priocalc-size,8088
ClassicGumtree-bu_minsim-0.5-bu_minsize-800-st_minprio-1-st_priocalc-size,8085
ClassicGumtree-bu_minsim-0.5-bu_minsize-1800-st_minprio-1-st_priocalc-size,8082
ClassicGumtree-bu_minsim-0.3-bu_minsize-2000-st_minprio-1-st_priocalc-size,8080
ClassicGumtree-bu_minsim-0.6-bu_minsize-1900-st_minprio-1-st_priocalc-size,8074
ClassicGumtree-bu_minsim-0.6-bu_minsize-900-st_minprio-1-st_priocalc-size,8071
ClassicGumtree-bu_minsim-0.6-bu_minsize-2000-st_minprio-1-st_priocalc-size,8067
ClassicGumtree-bu_minsim-0.4-bu_minsize-600-st_minprio-1-st_priocalc-size,8058
HybridGumtree-bu_minsize-100-st_minprio-1-st_priocalc-size,8047
ClassicGumtree-bu_minsim-0.3-bu_minsize-500-st_minprio-1-st_priocalc-size,8046
ClassicGumtree-bu_minsim-0.7-bu_minsize-1300-st_minprio-1-st_priocalc-size,8046
ClassicGumtree-bu_minsim-0.5-bu_minsize-700-st_minprio-1-st_priocalc-size,8045
ClassicGumtree-bu_minsim-0.7-bu_minsize-1400-st_minprio-1-st_priocalc-size,8043
ClassicGumtree-bu_minsim-0.6-bu_minsize-800-st_minprio-1-st_priocalc-size,8042
ClassicGumtree-bu_minsim-0.5-bu_minsize-1900-st_minprio-1-st_priocalc-size,8041
ClassicGumtree-bu_minsim-0.7-bu_minsize-1200-st_minprio-1-st_priocalc-size,8039
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-height,8037
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-size,8037
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-height,8035
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-height,8034
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-size,8032
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-height,8032
ClassicGumtree-bu_minsim-0.7-bu_minsize-1500-st_minprio-1-st_priocalc-size,8032
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-size,8031
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-size,8030
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-height,8030
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-size,8029
ClassicGumtree-bu_minsim-0.5-bu_minsize-2000-st_minprio-1-st_priocalc-size,8024
ClassicGumtree-bu_minsim-0.7-bu_minsize-1100-st_minprio-1-st_priocalc-size,8022
ClassicGumtree-bu_minsim-0.7-bu_minsize-1600-st_minprio-1-st_priocalc-size,8021
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-size,8017
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-size,8017
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-height,8015
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-height,8014
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-height,8012
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-height,8011
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-size,8011
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-size,8009
ClassicGumtree-bu_minsim-0.5-bu_minsize-600-st_minprio-1-st_priocalc-size,8004
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-size,8002
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-size,8002
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-height,8000
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-size,8000
ClassicGumtree-bu_minsim-0.7-bu_minsize-1700-st_minprio-1-st_priocalc-size,7999
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-size,7999
ClassicGumtree-bu_minsim-0.7-bu_minsize-1800-st_minprio-1-st_priocalc-size,7999
ClassicGumtree-bu_minsim-0.6-bu_minsize-700-st_minprio-1-st_priocalc-size,7997
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-size,7996
ClassicGumtree-bu_minsim-0.4-bu_minsize-500-st_minprio-1-st_priocalc-size,7995
ClassicGumtree-bu_minsim-0.7-bu_minsize-1000-st_minprio-1-st_priocalc-size,7995
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-size,7992
ClassicGumtree-bu_minsim-0.8-bu_minsize-1800-st_minprio-1-st_priocalc-size,7990
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-size,7989
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-height,7989
HybridGumtree-bu_minsize-600-st_minprio-1-st_priocalc-height,7988
ClassicGumtree-bu_minsim-0.8-bu_minsize-1600-st_minprio-1-st_priocalc-size,7987
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-size,7985
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-height,7983
ClassicGumtree-bu_minsim-0.2-bu_minsize-300-st_minprio-1-st_priocalc-size,7983
ClassicGumtree-bu_minsim-0.8-bu_minsize-1500-st_minprio-1-st_priocalc-size,7983
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-size,7981
ClassicGumtree-bu_minsim-0.8-bu_minsize-1700-st_minprio-1-st_priocalc-size,7981
ClassicGumtree-bu_minsim-0.8-bu_minsize-1400-st_minprio-1-st_priocalc-size,7981
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-height,7980
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-height,7979
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-height,7978
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-height,7977
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-height,7976
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-size,7976
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-size,7976
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-size,7975
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-height,7975
ClassicGumtree-bu_minsim-0.3-bu_minsize-400-st_minprio-1-st_priocalc-size,7972
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-size,7972
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-size,7972
ClassicGumtree-bu_minsim-0.8-bu_minsize-1900-st_minprio-1-st_priocalc-size,7971
HybridGumtree-bu_minsize-500-st_minprio-1-st_priocalc-height,7968
ClassicGumtree-bu_minsim-0.8-bu_minsize-1300-st_minprio-1-st_priocalc-size,7968
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-height,7967
ClassicGumtree-bu_minsim-0.7-bu_minsize-1900-st_minprio-1-st_priocalc-size,7967
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-height,7967
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-size,7965
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-size,7965
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-size,7965
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-size,7965
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-size,7964
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-size,7963
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-size,7962
ClassicGumtree-bu_minsim-0.8-bu_minsize-2000-st_minprio-1-st_priocalc-size,7962
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-size,7959
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-height,7958
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-size,7956
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-size,7956
ClassicGumtree-bu_minsim-0.7-bu_minsize-900-st_minprio-1-st_priocalc-size,7954
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-size,7952
ClassicGumtree-bu_minsim-0.1-bu_minsize-200-st_minprio-1-st_priocalc-size,7949
ClassicGumtree-bu_minsim-0.6-bu_minsize-600-st_minprio-1-st_priocalc-size,7948
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-height,7948
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-size,7947
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-height,7946
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-size,7944
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-size,7944
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-size,7944
ClassicGumtree-bu_minsim-0.8-bu_minsize-1200-st_minprio-1-st_priocalc-size,7943
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-size,7940
ClassicGumtree-bu_minsim-0.7-bu_minsize-2000-st_minprio-1-st_priocalc-size,7940
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-height,7938
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-height,7937
ClassicGumtree-bu_minsim-0.5-bu_minsize-500-st_minprio-1-st_priocalc-size,7935
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-size,7935
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-height,7935
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-size,7931
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-size,7931
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-height,7928
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-size,7928
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-size,7926
ClassicGumtree-bu_minsim-0.4-bu_minsize-400-st_minprio-1-st_priocalc-size,7924
ClassicGumtree-bu_minsim-0.7-bu_minsize-800-st_minprio-1-st_priocalc-size,7924
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-size,7922
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-size,7919
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-size,7915
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-height,7915
ClassicGumtree-bu_minsim-0.8-bu_minsize-1100-st_minprio-1-st_priocalc-size,7914
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-size,7914
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-size,7909
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-size,7908
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-size,7906
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-size,7903
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-height,7902
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-size,7901
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-size,7897
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-size,7889
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-size,7886
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-height,7884
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-size,7881
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-size,7880
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-height,7878
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-height,7877
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-size,7877
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-height,7876
ClassicGumtree-bu_minsim-0.8-bu_minsize-1000-st_minprio-1-st_priocalc-size,7875
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-size,7874
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-size,7874
ClassicGumtree-bu_minsim-0.7-bu_minsize-700-st_minprio-1-st_priocalc-size,7873
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-height,7872
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-size,7868
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-size,7868
ClassicGumtree-bu_minsim-0.6-bu_minsize-500-st_minprio-1-st_priocalc-size,7866
ClassicGumtree-bu_minsim-0.3-bu_minsize-300-st_minprio-1-st_priocalc-size,7865
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-height,7864
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-height,7861
HybridGumtree-bu_minsize-600-st_minprio-4-st_priocalc-size,7860
ClassicGumtree-bu_minsim-0.5-bu_minsize-400-st_minprio-1-st_priocalc-size,7859
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-height,7856
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-height,7855
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-height,7855
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-height,7855
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-height,7854
HybridGumtree-bu_minsize-800-st_minprio-5-st_priocalc-size,7853
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-height,7853
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-height,7846
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-height,7846
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-height,7844
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-height,7841
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-height,7840
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-height,7839
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-height,7836
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-height,7829
ClassicGumtree-bu_minsim-0.8-bu_minsize-900-st_minprio-1-st_priocalc-size,7829
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-size,7827
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-height,7826
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-height,7825
HybridGumtree-bu_minsize-500-st_minprio-4-st_priocalc-size,7825
HybridGumtree-bu_minsize-700-st_minprio-5-st_priocalc-size,7824
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-height,7822
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-height,7818
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-height,7816
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-height,7814
HybridGumtree-bu_minsize-400-st_minprio-3-st_priocalc-size,7814
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-height,7813
HybridGumtree-bu_minsize-200-st_minprio-2-st_priocalc-size,7811
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-height,7808
ClassicGumtree-bu_minsim-0.4-bu_minsize-300-st_minprio-1-st_priocalc-size,7808
ClassicGumtree-bu_minsim-0.2-bu_minsize-200-st_minprio-1-st_priocalc-size,7808
ClassicGumtree-bu_minsim-0.7-bu_minsize-600-st_minprio-1-st_priocalc-size,7808
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-height,7802
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-height,7800
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-height,7800
HybridGumtree-bu_minsize-600-st_minprio-5-st_priocalc-size,7796
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-height,7791
ClassicGumtree-bu_minsim-0.8-bu_minsize-800-st_minprio-1-st_priocalc-size,7790
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-height,7790
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-height,7781
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-height,7780
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-height,7774
SimpleGumtree-st_minprio-1-st_priocalc-size,7773
HybridGumtree-bu_minsize-400-st_minprio-4-st_priocalc-size,7770
ClassicGumtree-bu_minsim-0.6-bu_minsize-400-st_minprio-1-st_priocalc-size,7769
ClassicGumtree-bu_minsim-0.9-bu_minsize-1800-st_minprio-1-st_priocalc-size,7765
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-height,7759
HybridGumtree-bu_minsize-500-st_minprio-5-st_priocalc-size,7757
ClassicGumtree-bu_minsim-0.9-bu_minsize-1700-st_minprio-1-st_priocalc-size,7755
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-height,7752
ClassicGumtree-bu_minsim-0.9-bu_minsize-1600-st_minprio-1-st_priocalc-size,7750
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-height,7747
ClassicGumtree-bu_minsim-0.9-bu_minsize-1900-st_minprio-1-st_priocalc-size,7745
ClassicGumtree-bu_minsim-0.9-bu_minsize-2000-st_minprio-1-st_priocalc-size,7744
ClassicGumtree-bu_minsim-0.9-bu_minsize-1500-st_minprio-1-st_priocalc-size,7734
HybridGumtree-bu_minsize-300-st_minprio-3-st_priocalc-size,7734
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-height,7731
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-height,7729
ClassicGumtree-bu_minsim-0.9-bu_minsize-1400-st_minprio-1-st_priocalc-size,7725
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-height,7724
ClassicGumtree-bu_minsim-0.5-bu_minsize-300-st_minprio-1-st_priocalc-size,7720
ClassicGumtree-bu_minsim-0.7-bu_minsize-500-st_minprio-1-st_priocalc-size,7716
ClassicGumtree-bu_minsim-0.8-bu_minsize-700-st_minprio-1-st_priocalc-size,7714
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-height,7703
HybridGumtree-bu_minsize-100-st_minprio-1-st_priocalc-height,7701
HybridGumtree-bu_minsize-100-st_minprio-2-st_priocalc-size,7698
HybridGumtree-bu_minsize-400-st_minprio-5-st_priocalc-size,7697
ClassicGumtree-bu_minsim-0.9-bu_minsize-1300-st_minprio-1-st_priocalc-size,7694
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-height,7693
ClassicGumtree-bu_minsim-0.1-bu_minsize-100-st_minprio-1-st_priocalc-size,7693
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-height,7690
ClassicGumtree-bu_minsim-0.3-bu_minsize-200-st_minprio-1-st_priocalc-size,7690
HybridGumtree-bu_minsize-300-st_minprio-4-st_priocalc-size,7680
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-height,7679
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-height,7662
