Frequent_config,count
ClassicGumtree-bu_minsim-0.3-bu_minsize-1300-st_minprio-1-st_priocalc-size,28269
ClassicGumtree-bu_minsim-0.3-bu_minsize-1100-st_minprio-1-st_priocalc-size,28256
ClassicGumtree-bu_minsim-0.3-bu_minsize-1400-st_minprio-1-st_priocalc-size,28249
ClassicGumtree-bu_minsim-0.1-bu_minsize-1700-st_minprio-1-st_priocalc-size,28242
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-size,28240
ClassicGumtree-bu_minsim-0.2-bu_minsize-1800-st_minprio-1-st_priocalc-size,28238
ClassicGumtree-bu_minsim-0.3-bu_minsize-1000-st_minprio-1-st_priocalc-size,28235
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-size,28203
ClassicGumtree-bu_minsim-0.3-bu_minsize-1500-st_minprio-1-st_priocalc-size,28200
ClassicGumtree-bu_minsim-0.2-bu_minsize-600-st_minprio-1-st_priocalc-size,28190
ClassicGumtree-bu_minsim-0.3-bu_minsize-900-st_minprio-1-st_priocalc-size,28184
ClassicGumtree-bu_minsim-0.4-bu_minsize-1200-st_minprio-1-st_priocalc-size,28174
ClassicGumtree-bu_minsim-0.4-bu_minsize-1300-st_minprio-1-st_priocalc-size,28170
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-size,28168
ClassicGumtree-bu_minsim-0.4-bu_minsize-1400-st_minprio-1-st_priocalc-size,28168
ClassicGumtree-bu_minsim-0.4-bu_minsize-1500-st_minprio-1-st_priocalc-size,28148
ClassicGumtree-bu_minsim-0.2-bu_minsize-1900-st_minprio-1-st_priocalc-size,28147
ClassicGumtree-bu_minsim-0.4-bu_minsize-1100-st_minprio-1-st_priocalc-size,28136
ClassicGumtree-bu_minsim-0.3-bu_minsize-1600-st_minprio-1-st_priocalc-size,28131
ClassicGumtree-bu_minsim-0.4-bu_minsize-1600-st_minprio-1-st_priocalc-size,28119
ClassicGumtree-bu_minsim-0.3-bu_minsize-800-st_minprio-1-st_priocalc-size,28115
ClassicGumtree-bu_minsim-0.4-bu_minsize-1000-st_minprio-1-st_priocalc-size,28107
ClassicGumtree-bu_minsim-0.1-bu_minsize-1800-st_minprio-1-st_priocalc-size,28100
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-size,28098
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-size,28055
ClassicGumtree-bu_minsim-0.4-bu_minsize-1700-st_minprio-1-st_priocalc-size,28053
ClassicGumtree-bu_minsim-0.3-bu_minsize-1700-st_minprio-1-st_priocalc-size,28049
ClassicGumtree-bu_minsim-0.4-bu_minsize-900-st_minprio-1-st_priocalc-size,28048
ClassicGumtree-bu_minsim-0.2-bu_minsize-2000-st_minprio-1-st_priocalc-size,28047
ClassicGumtree-bu_minsim-0.5-bu_minsize-1200-st_minprio-1-st_priocalc-size,28044
ClassicGumtree-bu_minsim-0.2-bu_minsize-500-st_minprio-1-st_priocalc-size,28042
ClassicGumtree-bu_minsim-0.5-bu_minsize-1300-st_minprio-1-st_priocalc-size,28037
ClassicGumtree-bu_minsim-0.3-bu_minsize-700-st_minprio-1-st_priocalc-size,28034
ClassicGumtree-bu_minsim-0.4-bu_minsize-1800-st_minprio-1-st_priocalc-size,28030
ClassicGumtree-bu_minsim-0.5-bu_minsize-1400-st_minprio-1-st_priocalc-size,28028
ClassicGumtree-bu_minsim-0.1-bu_minsize-300-st_minprio-1-st_priocalc-size,28015
ClassicGumtree-bu_minsim-0.5-bu_minsize-1100-st_minprio-1-st_priocalc-size,28012
ClassicGumtree-bu_minsim-0.3-bu_minsize-1800-st_minprio-1-st_priocalc-size,28008
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-size,28003
ClassicGumtree-bu_minsim-0.5-bu_minsize-1500-st_minprio-1-st_priocalc-size,27989
ClassicGumtree-bu_minsim-0.4-bu_minsize-800-st_minprio-1-st_priocalc-size,27976
ClassicGumtree-bu_minsim-0.5-bu_minsize-1000-st_minprio-1-st_priocalc-size,27972
ClassicGumtree-bu_minsim-0.1-bu_minsize-1900-st_minprio-1-st_priocalc-size,27954
ClassicGumtree-bu_minsim-0.4-bu_minsize-1900-st_minprio-1-st_priocalc-size,27951
ClassicGumtree-bu_minsim-0.3-bu_minsize-600-st_minprio-1-st_priocalc-size,27934
ClassicGumtree-bu_minsim-0.6-bu_minsize-1400-st_minprio-1-st_priocalc-size,27930
ClassicGumtree-bu_minsim-0.5-bu_minsize-1600-st_minprio-1-st_priocalc-size,27925
ClassicGumtree-bu_minsim-0.6-bu_minsize-1200-st_minprio-1-st_priocalc-size,27922
ClassicGumtree-bu_minsim-0.6-bu_minsize-1300-st_minprio-1-st_priocalc-size,27922
ClassicGumtree-bu_minsim-0.4-bu_minsize-2000-st_minprio-1-st_priocalc-size,27920
ClassicGumtree-bu_minsim-0.5-bu_minsize-900-st_minprio-1-st_priocalc-size,27909
ClassicGumtree-bu_minsim-0.6-bu_minsize-1500-st_minprio-1-st_priocalc-size,27898
ClassicGumtree-bu_minsim-0.3-bu_minsize-1900-st_minprio-1-st_priocalc-size,27893
ClassicGumtree-bu_minsim-0.4-bu_minsize-700-st_minprio-1-st_priocalc-size,27887
ClassicGumtree-bu_minsim-0.6-bu_minsize-1100-st_minprio-1-st_priocalc-size,27886
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-size,27885
ClassicGumtree-bu_minsim-0.6-bu_minsize-1600-st_minprio-1-st_priocalc-size,27871
ClassicGumtree-bu_minsim-0.1-bu_minsize-2000-st_minprio-1-st_priocalc-size,27858
ClassicGumtree-bu_minsim-0.5-bu_minsize-1700-st_minprio-1-st_priocalc-size,27856
ClassicGumtree-bu_minsim-0.2-bu_minsize-400-st_minprio-1-st_priocalc-size,27854
HybridGumtree-bu_minsize-100-st_minprio-1-st_priocalc-size,27842
ClassicGumtree-bu_minsim-0.6-bu_minsize-1000-st_minprio-1-st_priocalc-size,27837
ClassicGumtree-bu_minsim-0.6-bu_minsize-1700-st_minprio-1-st_priocalc-size,27831
ClassicGumtree-bu_minsim-0.5-bu_minsize-800-st_minprio-1-st_priocalc-size,27830
ClassicGumtree-bu_minsim-0.3-bu_minsize-2000-st_minprio-1-st_priocalc-size,27828
ClassicGumtree-bu_minsim-0.5-bu_minsize-1800-st_minprio-1-st_priocalc-size,27817
ClassicGumtree-bu_minsim-0.6-bu_minsize-1800-st_minprio-1-st_priocalc-size,27816
ClassicGumtree-bu_minsim-0.4-bu_minsize-600-st_minprio-1-st_priocalc-size,27789
ClassicGumtree-bu_minsim-0.3-bu_minsize-500-st_minprio-1-st_priocalc-size,27781
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-height,27765
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-height,27765
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-size,27765
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-size,27759
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-size,27758
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-height,27758
ClassicGumtree-bu_minsim-0.6-bu_minsize-900-st_minprio-1-st_priocalc-size,27757
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-size,27756
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-height,27751
ClassicGumtree-bu_minsim-0.6-bu_minsize-1900-st_minprio-1-st_priocalc-size,27748
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-size,27744
ClassicGumtree-bu_minsim-0.5-bu_minsize-1900-st_minprio-1-st_priocalc-size,27742
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-height,27740
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-size,27737
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-height,27737
ClassicGumtree-bu_minsim-0.5-bu_minsize-700-st_minprio-1-st_priocalc-size,27734
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-size,27732
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-height,27725
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-size,27722
ClassicGumtree-bu_minsim-0.6-bu_minsize-2000-st_minprio-1-st_priocalc-size,27708
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-size,27696
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-height,27695
ClassicGumtree-bu_minsim-0.5-bu_minsize-2000-st_minprio-1-st_priocalc-size,27684
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-height,27683
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-size,27678
ClassicGumtree-bu_minsim-0.6-bu_minsize-800-st_minprio-1-st_priocalc-size,27667
HybridGumtree-bu_minsize-600-st_minprio-1-st_priocalc-height,27658
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-size,27656
ClassicGumtree-bu_minsim-0.7-bu_minsize-1400-st_minprio-1-st_priocalc-size,27655
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-height,27651
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-size,27649
ClassicGumtree-bu_minsim-0.7-bu_minsize-1300-st_minprio-1-st_priocalc-size,27649
ClassicGumtree-bu_minsim-0.4-bu_minsize-500-st_minprio-1-st_priocalc-size,27628
ClassicGumtree-bu_minsim-0.7-bu_minsize-1200-st_minprio-1-st_priocalc-size,27626
ClassicGumtree-bu_minsim-0.5-bu_minsize-600-st_minprio-1-st_priocalc-size,27626
ClassicGumtree-bu_minsim-0.7-bu_minsize-1500-st_minprio-1-st_priocalc-size,27621
HybridGumtree-bu_minsize-500-st_minprio-1-st_priocalc-height,27603
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-size,27601
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-size,27599
ClassicGumtree-bu_minsim-0.2-bu_minsize-300-st_minprio-1-st_priocalc-size,27593
ClassicGumtree-bu_minsim-0.7-bu_minsize-1600-st_minprio-1-st_priocalc-size,27592
ClassicGumtree-bu_minsim-0.7-bu_minsize-1100-st_minprio-1-st_priocalc-size,27589
ClassicGumtree-bu_minsim-0.3-bu_minsize-400-st_minprio-1-st_priocalc-size,27581
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-size,27577
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-size,27567
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-height,27566
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-size,27563
ClassicGumtree-bu_minsim-0.6-bu_minsize-700-st_minprio-1-st_priocalc-size,27553
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-size,27552
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-size,27540
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-height,27535
ClassicGumtree-bu_minsim-0.7-bu_minsize-1700-st_minprio-1-st_priocalc-size,27534
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-height,27533
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-size,27532
ClassicGumtree-bu_minsim-0.7-bu_minsize-1000-st_minprio-1-st_priocalc-size,27528
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-height,27527
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-size,27524
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-size,27522
ClassicGumtree-bu_minsim-0.7-bu_minsize-1800-st_minprio-1-st_priocalc-size,27520
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-size,27518
ClassicGumtree-bu_minsim-0.1-bu_minsize-200-st_minprio-1-st_priocalc-size,27517
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-height,27510
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-height,27505
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-height,27504
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-height,27495
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-size,27495
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-height,27493
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-size,27492
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-height,27491
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-size,27488
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-size,27485
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-size,27483
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-size,27483
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-size,27477
ClassicGumtree-bu_minsim-0.8-bu_minsize-1600-st_minprio-1-st_priocalc-size,27476
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-height,27471
ClassicGumtree-bu_minsim-0.8-bu_minsize-1500-st_minprio-1-st_priocalc-size,27467
ClassicGumtree-bu_minsim-0.8-bu_minsize-1400-st_minprio-1-st_priocalc-size,27462
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-size,27459
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-size,27459
ClassicGumtree-bu_minsim-0.8-bu_minsize-1800-st_minprio-1-st_priocalc-size,27458
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-size,27456
ClassicGumtree-bu_minsim-0.7-bu_minsize-1900-st_minprio-1-st_priocalc-size,27454
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-height,27452
ClassicGumtree-bu_minsim-0.5-bu_minsize-500-st_minprio-1-st_priocalc-size,27451
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-size,27450
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-size,27448
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-size,27447
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-size,27445
ClassicGumtree-bu_minsim-0.8-bu_minsize-1700-st_minprio-1-st_priocalc-size,27441
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-height,27434
ClassicGumtree-bu_minsim-0.7-bu_minsize-900-st_minprio-1-st_priocalc-size,27429
ClassicGumtree-bu_minsim-0.4-bu_minsize-400-st_minprio-1-st_priocalc-size,27427
ClassicGumtree-bu_minsim-0.8-bu_minsize-1900-st_minprio-1-st_priocalc-size,27422
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-size,27422
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-height,27421
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-size,27420
ClassicGumtree-bu_minsim-0.8-bu_minsize-1300-st_minprio-1-st_priocalc-size,27420
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-size,27419
ClassicGumtree-bu_minsim-0.6-bu_minsize-600-st_minprio-1-st_priocalc-size,27416
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-height,27416
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-size,27409
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-height,27408
ClassicGumtree-bu_minsim-0.8-bu_minsize-2000-st_minprio-1-st_priocalc-size,27402
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-height,27401
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-size,27393
ClassicGumtree-bu_minsim-0.7-bu_minsize-2000-st_minprio-1-st_priocalc-size,27391
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-size,27389
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-size,27389
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-size,27380
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-size,27375
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-height,27371
ClassicGumtree-bu_minsim-0.8-bu_minsize-1200-st_minprio-1-st_priocalc-size,27356
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-size,27354
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-size,27353
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-height,27347
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-size,27338
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-size,27338
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-size,27334
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-size,27331
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-size,27330
ClassicGumtree-bu_minsim-0.7-bu_minsize-800-st_minprio-1-st_priocalc-size,27326
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-size,27325
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-size,27318
ClassicGumtree-bu_minsim-0.3-bu_minsize-300-st_minprio-1-st_priocalc-size,27311
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-size,27311
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-height,27309
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-size,27296
ClassicGumtree-bu_minsim-0.8-bu_minsize-1100-st_minprio-1-st_priocalc-size,27292
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-size,27284
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-size,27282
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-height,27276
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-size,27272
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-height,27270
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-height,27265
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-height,27252
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-height,27248
HybridGumtree-bu_minsize-200-st_minprio-2-st_priocalc-size,27247
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-size,27240
ClassicGumtree-bu_minsim-0.5-bu_minsize-400-st_minprio-1-st_priocalc-size,27235
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-height,27234
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-size,27227
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-height,27226
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-height,27216
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-size,27215
ClassicGumtree-bu_minsim-0.6-bu_minsize-500-st_minprio-1-st_priocalc-size,27214
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-size,27210
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-height,27206
ClassicGumtree-bu_minsim-0.8-bu_minsize-1000-st_minprio-1-st_priocalc-size,27204
HybridGumtree-bu_minsize-600-st_minprio-4-st_priocalc-size,27199
ClassicGumtree-bu_minsim-0.7-bu_minsize-700-st_minprio-1-st_priocalc-size,27192
HybridGumtree-bu_minsize-800-st_minprio-5-st_priocalc-size,27191
SimpleGumtree-st_minprio-1-st_priocalc-size,27185
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-height,27176
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-height,27173
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-height,27157
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-height,27151
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-height,27146
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-height,27143
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-height,27143
ClassicGumtree-bu_minsim-0.4-bu_minsize-300-st_minprio-1-st_priocalc-size,27141
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-height,27135
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-height,27129
ClassicGumtree-bu_minsim-0.2-bu_minsize-200-st_minprio-1-st_priocalc-size,27129
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-height,27128
HybridGumtree-bu_minsize-700-st_minprio-5-st_priocalc-size,27118
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-height,27113
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-height,27105
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-height,27104
HybridGumtree-bu_minsize-400-st_minprio-3-st_priocalc-size,27102
HybridGumtree-bu_minsize-500-st_minprio-4-st_priocalc-size,27099
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-height,27096
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-height,27091
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-height,27090
ClassicGumtree-bu_minsim-0.8-bu_minsize-900-st_minprio-1-st_priocalc-size,27082
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-height,27078
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-height,27063
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-height,27054
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-height,27050
HybridGumtree-bu_minsize-600-st_minprio-5-st_priocalc-size,27039
ClassicGumtree-bu_minsim-0.7-bu_minsize-600-st_minprio-1-st_priocalc-size,27028
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-height,27028
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-height,27018
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-height,27012
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-height,27003
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-height,26975
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-height,26974
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-height,26973
HybridGumtree-bu_minsize-400-st_minprio-4-st_priocalc-size,26971
HybridGumtree-bu_minsize-100-st_minprio-1-st_priocalc-height,26965
HybridGumtree-bu_minsize-100-st_minprio-2-st_priocalc-size,26964
ClassicGumtree-bu_minsim-0.8-bu_minsize-800-st_minprio-1-st_priocalc-size,26950
ClassicGumtree-bu_minsim-0.6-bu_minsize-400-st_minprio-1-st_priocalc-size,26944
HybridGumtree-bu_minsize-300-st_minprio-3-st_priocalc-size,26941
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-height,26932
HybridGumtree-bu_minsize-500-st_minprio-5-st_priocalc-size,26931
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-height,26913
ClassicGumtree-bu_minsim-0.5-bu_minsize-300-st_minprio-1-st_priocalc-size,26906
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-height,26871
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-height,26867
ClassicGumtree-bu_minsim-0.1-bu_minsize-100-st_minprio-1-st_priocalc-size,26850
ClassicGumtree-bu_minsim-0.3-bu_minsize-200-st_minprio-1-st_priocalc-size,26848
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-height,26842
ClassicGumtree-bu_minsim-0.9-bu_minsize-1800-st_minprio-1-st_priocalc-size,26831
ClassicGumtree-bu_minsim-0.9-bu_minsize-2000-st_minprio-1-st_priocalc-size,26831
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-height,26827
ClassicGumtree-bu_minsim-0.9-bu_minsize-1700-st_minprio-1-st_priocalc-size,26827
ClassicGumtree-bu_minsim-0.9-bu_minsize-1900-st_minprio-1-st_priocalc-size,26827
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-height,26818
ClassicGumtree-bu_minsim-0.9-bu_minsize-1600-st_minprio-1-st_priocalc-size,26816
ClassicGumtree-bu_minsim-0.7-bu_minsize-500-st_minprio-1-st_priocalc-size,26797
HybridGumtree-bu_minsize-400-st_minprio-5-st_priocalc-size,26792
HybridGumtree-bu_minsize-300-st_minprio-4-st_priocalc-size,26790
ClassicGumtree-bu_minsim-0.9-bu_minsize-1500-st_minprio-1-st_priocalc-size,26784
ClassicGumtree-bu_minsim-0.8-bu_minsize-700-st_minprio-1-st_priocalc-size,26770
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-height,26768
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-height,26747
ClassicGumtree-bu_minsim-0.9-bu_minsize-1400-st_minprio-1-st_priocalc-size,26741
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-height,26738
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-height,26682
HybridGumtree-bu_minsize-200-st_minprio-3-st_priocalc-size,26669
ClassicGumtree-bu_minsim-0.9-bu_minsize-1300-st_minprio-1-st_priocalc-size,26650
