PLAIN_CONFIGURATION,MATCHER,NRACTIONS,NRROOTS,NR_INSERT,NR_DELETE,NR_UPDATE,NR_MOVE,NR_TREEINSERT,NR_TREEDELETE,TIME,NROPTIONS,TIMEOUT,bu_minsim,bu_minsize,st_minprio,st_priocalc,cd_labsim,cd_maxleaves,cd_structsim1,cd_structsim2,xy_minsim,
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,24,0,0,,600,3,size,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,24,0,0,,600,4,size,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,24,0,0,,600,5,size,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,614,0,0,,700,1,size,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,902,0,0,,700,2,size,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,607,0,0,,700,3,size,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,517,0,0,,700,4,size,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,681,0,0,,700,5,size,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1283,0,0,,800,1,size,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1371,0,0,,800,2,size,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1353,0,0,,800,3,size,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1366,0,0,,800,4,size,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1582,0,0,,800,5,size,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1713,0,0,,900,1,size,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1389,0,0,,900,2,size,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1363,0,0,,900,3,size,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1373,0,0,,900,4,size,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1680,0,0,,900,5,size,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1118,0,0,,1000,1,size,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1317,0,0,,1000,2,size,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1320,0,0,,1000,3,size,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1311,0,0,,1000,4,size,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1303,0,0,,1000,5,size,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1318,0,0,,1100,1,size,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1349,0,0,,1100,2,size,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1625,0,0,,1100,3,size,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1584,0,0,,1100,4,size,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1142,0,0,,1100,5,size,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1149,0,0,,1200,1,size,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1289,0,0,,1200,2,size,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1282,0,0,,1200,3,size,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1280,0,0,,1200,4,size,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1289,0,0,,1200,5,size,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1284,0,0,,1300,1,size,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1286,0,0,,1300,2,size,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1145,0,0,,1300,3,size,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1918,0,0,,1300,4,size,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1146,0,0,,1300,5,size,,,,,,
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1853,0,0,,1400,1,size,,,,,,
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1308,0,0,,1400,2,size,,,,,,
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1292,0,0,,1400,3,size,,,,,,
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1289,0,0,,1400,4,size,,,,,,
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1316,0,0,,1400,5,size,,,,,,
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1374,0,0,,1500,1,size,,,,,,
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1318,0,0,,1500,2,size,,,,,,
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1224,0,0,,1500,3,size,,,,,,
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1248,0,0,,1500,4,size,,,,,,
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1288,0,0,,1500,5,size,,,,,,
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1304,0,0,,1600,1,size,,,,,,
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1300,0,0,,1600,2,size,,,,,,
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1233,0,0,,1600,3,size,,,,,,
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1215,0,0,,1600,4,size,,,,,,
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1264,0,0,,1600,5,size,,,,,,
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1233,0,0,,1700,1,size,,,,,,
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1234,0,0,,1700,2,size,,,,,,
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1224,0,0,,1700,3,size,,,,,,
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1223,0,0,,1700,4,size,,,,,,
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1226,0,0,,1700,5,size,,,,,,
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1235,0,0,,1800,1,size,,,,,,
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1233,0,0,,1800,2,size,,,,,,
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1228,0,0,,1800,3,size,,,,,,
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1219,0,0,,1800,4,size,,,,,,
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1220,0,0,,1800,5,size,,,,,,
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1227,0,0,,1900,1,size,,,,,,
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1227,0,0,,1900,2,size,,,,,,
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1231,0,0,,1900,3,size,,,,,,
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1231,0,0,,1900,4,size,,,,,,
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1229,0,0,,1900,5,size,,,,,,
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1242,0,0,,2000,1,size,,,,,,
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-size,HybridGumtree,202,null,185,3,7,7,0,0,1236,0,0,,2000,2,size,,,,,,
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1228,0,0,,2000,3,size,,,,,,
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1222,0,0,,2000,4,size,,,,,,
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-size,HybridGumtree,208,null,189,7,8,4,0,0,1265,0,0,,2000,5,size,,,,,,
HybridGumtree-bu_minsize-100-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,29,0,0,,100,1,height,,,,,,
HybridGumtree-bu_minsize-100-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,22,0,0,,100,2,height,,,,,,
HybridGumtree-bu_minsize-100-st_minprio-3-st_priocalc-height,HybridGumtree,297,null,236,54,4,3,0,0,5,0,0,,100,3,height,,,,,,
HybridGumtree-bu_minsize-100-st_minprio-4-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,100,4,height,,,,,,
HybridGumtree-bu_minsize-100-st_minprio-5-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,100,5,height,,,,,,
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,30,0,0,,200,1,height,,,,,,
HybridGumtree-bu_minsize-200-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,22,0,0,,200,2,height,,,,,,
HybridGumtree-bu_minsize-200-st_minprio-3-st_priocalc-height,HybridGumtree,297,null,236,54,4,3,0,0,5,0,0,,200,3,height,,,,,,
HybridGumtree-bu_minsize-200-st_minprio-4-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,200,4,height,,,,,,
HybridGumtree-bu_minsize-200-st_minprio-5-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,4,0,0,,200,5,height,,,,,,
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,29,0,0,,300,1,height,,,,,,
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,22,0,0,,300,2,height,,,,,,
HybridGumtree-bu_minsize-300-st_minprio-3-st_priocalc-height,HybridGumtree,297,null,236,54,4,3,0,0,4,0,0,,300,3,height,,,,,,
HybridGumtree-bu_minsize-300-st_minprio-4-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,4,0,0,,300,4,height,,,,,,
HybridGumtree-bu_minsize-300-st_minprio-5-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,300,5,height,,,,,,
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,42,0,0,,400,1,height,,,,,,
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,34,0,0,,400,2,height,,,,,,
HybridGumtree-bu_minsize-400-st_minprio-3-st_priocalc-height,HybridGumtree,297,null,236,54,4,3,0,0,16,0,0,,400,3,height,,,,,,
HybridGumtree-bu_minsize-400-st_minprio-4-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,4,0,0,,400,4,height,,,,,,
HybridGumtree-bu_minsize-400-st_minprio-5-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,400,5,height,,,,,,
HybridGumtree-bu_minsize-500-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,31,0,0,,500,1,height,,,,,,
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,23,0,0,,500,2,height,,,,,,
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-height,HybridGumtree,297,null,236,54,4,3,0,0,5,0,0,,500,3,height,,,,,,
HybridGumtree-bu_minsize-500-st_minprio-4-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,500,4,height,,,,,,
HybridGumtree-bu_minsize-500-st_minprio-5-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,4,0,0,,500,5,height,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,29,0,0,,600,1,height,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,22,0,0,,600,2,height,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-height,HybridGumtree,297,null,236,54,4,3,0,0,5,0,0,,600,3,height,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-4-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,3,0,0,,600,4,height,,,,,,
HybridGumtree-bu_minsize-600-st_minprio-5-st_priocalc-height,HybridGumtree,338,null,259,77,2,0,0,0,4,0,0,,600,5,height,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,576,0,0,,700,1,height,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,565,0,0,,700,2,height,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,547,0,0,,700,3,height,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,546,0,0,,700,4,height,,,,,,
HybridGumtree-bu_minsize-700-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,596,0,0,,700,5,height,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,1286,0,0,,800,1,height,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1253,0,0,,800,2,height,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1227,0,0,,800,3,height,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1224,0,0,,800,4,height,,,,,,
HybridGumtree-bu_minsize-800-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1234,0,0,,800,5,height,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,1293,0,0,,900,1,height,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1277,0,0,,900,2,height,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1240,0,0,,900,3,height,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1213,0,0,,900,4,height,,,,,,
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1217,0,0,,900,5,height,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,1247,0,0,,1000,1,height,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1236,0,0,,1000,2,height,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1214,0,0,,1000,3,height,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1222,0,0,,1000,4,height,,,,,,
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1222,0,0,,1000,5,height,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,1231,0,0,,1100,1,height,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1227,0,0,,1100,2,height,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1201,0,0,,1100,3,height,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1199,0,0,,1100,4,height,,,,,,
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1210,0,0,,1100,5,height,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,1227,0,0,,1200,1,height,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1228,0,0,,1200,2,height,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1205,0,0,,1200,3,height,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1208,0,0,,1200,4,height,,,,,,
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1214,0,0,,1200,5,height,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-height,HybridGumtree,202,null,185,3,7,7,0,0,1228,0,0,,1300,1,height,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1221,0,0,,1300,2,height,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1209,0,0,,1300,3,height,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1205,0,0,,1300,4,height,,,,,,
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-height,HybridGumtree,208,null,189,7,8,4,0,0,1212,0,0,,1300,5,height,,,,,,
