Frequent_config,count
ClassicGumtree-bu_minsim-0.6-bu_minsize-1100-st_minprio-1-st_priocalc-size,27703
ClassicGumtree-bu_minsim-0.6-bu_minsize-1000-st_minprio-1-st_priocalc-size,27694
ClassicGumtree-bu_minsim-0.5-bu_minsize-1900-st_minprio-1-st_priocalc-size,27694
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-size,27682
ClassicGumtree-bu_minsim-0.6-bu_minsize-1600-st_minprio-1-st_priocalc-size,27677
ClassicGumtree-bu_minsim-0.6-bu_minsize-900-st_minprio-1-st_priocalc-size,27674
ClassicGumtree-bu_minsim-0.5-bu_minsize-2000-st_minprio-1-st_priocalc-size,27659
ClassicGumtree-bu_minsim-0.6-bu_minsize-1700-st_minprio-1-st_priocalc-size,27648
ClassicGumtree-bu_minsim-0.5-bu_minsize-500-st_minprio-1-st_priocalc-size,27640
ClassicGumtree-bu_minsim-0.6-bu_minsize-800-st_minprio-1-st_priocalc-size,27640
ClassicGumtree-bu_minsim-0.3-bu_minsize-200-st_minprio-1-st_priocalc-size,27634
ClassicGumtree-bu_minsim-0.6-bu_minsize-1800-st_minprio-1-st_priocalc-size,27633
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-size,27611
ClassicGumtree-bu_minsim-0.7-bu_minsize-1300-st_minprio-1-st_priocalc-size,27599
ClassicGumtree-bu_minsim-0.7-bu_minsize-1200-st_minprio-1-st_priocalc-size,27598
ClassicGumtree-bu_minsim-0.4-bu_minsize-300-st_minprio-1-st_priocalc-size,27597
ClassicGumtree-bu_minsim-0.7-bu_minsize-1500-st_minprio-1-st_priocalc-size,27595
ClassicGumtree-bu_minsim-0.6-bu_minsize-700-st_minprio-1-st_priocalc-size,27594
ClassicGumtree-bu_minsim-0.7-bu_minsize-1400-st_minprio-1-st_priocalc-size,27592
HybridGumtree-bu_minsize-100-st_minprio-1-st_priocalc-size,27590
ClassicGumtree-bu_minsim-0.6-bu_minsize-1900-st_minprio-1-st_priocalc-size,27580
ClassicGumtree-bu_minsim-0.7-bu_minsize-1600-st_minprio-1-st_priocalc-size,27571
ClassicGumtree-bu_minsim-0.7-bu_minsize-1100-st_minprio-1-st_priocalc-size,27560
ClassicGumtree-bu_minsim-0.6-bu_minsize-2000-st_minprio-1-st_priocalc-size,27560
ClassicGumtree-bu_minsim-0.2-bu_minsize-100-st_minprio-1-st_priocalc-size,27554
ClassicGumtree-bu_minsim-0.7-bu_minsize-1700-st_minprio-1-st_priocalc-size,27551
ClassicGumtree-bu_minsim-0.7-bu_minsize-1000-st_minprio-1-st_priocalc-size,27547
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-size,27543
ClassicGumtree-bu_minsim-0.7-bu_minsize-1800-st_minprio-1-st_priocalc-size,27532
ClassicGumtree-bu_minsim-0.7-bu_minsize-900-st_minprio-1-st_priocalc-size,27519
ClassicGumtree-bu_minsim-0.5-bu_minsize-400-st_minprio-1-st_priocalc-size,27508
ClassicGumtree-bu_minsim-0.6-bu_minsize-600-st_minprio-1-st_priocalc-size,27505
ClassicGumtree-bu_minsim-0.7-bu_minsize-1900-st_minprio-1-st_priocalc-size,27490
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-size,27471
ClassicGumtree-bu_minsim-0.8-bu_minsize-1700-st_minprio-1-st_priocalc-size,27468
ClassicGumtree-bu_minsim-0.7-bu_minsize-800-st_minprio-1-st_priocalc-size,27465
ClassicGumtree-bu_minsim-0.8-bu_minsize-1600-st_minprio-1-st_priocalc-size,27461
ClassicGumtree-bu_minsim-0.8-bu_minsize-1500-st_minprio-1-st_priocalc-size,27460
ClassicGumtree-bu_minsim-0.8-bu_minsize-1800-st_minprio-1-st_priocalc-size,27457
ClassicGumtree-bu_minsim-0.7-bu_minsize-2000-st_minprio-1-st_priocalc-size,27454
ClassicGumtree-bu_minsim-0.8-bu_minsize-1300-st_minprio-1-st_priocalc-size,27448
ClassicGumtree-bu_minsim-0.8-bu_minsize-1400-st_minprio-1-st_priocalc-size,27447
ClassicGumtree-bu_minsim-0.8-bu_minsize-1200-st_minprio-1-st_priocalc-size,27437
ClassicGumtree-bu_minsim-0.8-bu_minsize-1900-st_minprio-1-st_priocalc-size,27425
ClassicGumtree-bu_minsim-0.8-bu_minsize-2000-st_minprio-1-st_priocalc-size,27413
ClassicGumtree-bu_minsim-0.7-bu_minsize-700-st_minprio-1-st_priocalc-size,27402
HybridGumtree-bu_minsize-1200-st_minprio-1-st_priocalc-height,27398
HybridGumtree-bu_minsize-1300-st_minprio-1-st_priocalc-height,27389
ClassicGumtree-bu_minsim-0.6-bu_minsize-500-st_minprio-1-st_priocalc-size,27382
HybridGumtree-bu_minsize-1400-st_minprio-1-st_priocalc-height,27382
HybridGumtree-bu_minsize-1100-st_minprio-1-st_priocalc-height,27381
HybridGumtree-bu_minsize-1000-st_minprio-1-st_priocalc-height,27379
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-size,27378
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-size,27374
HybridGumtree-bu_minsize-900-st_minprio-1-st_priocalc-height,27373
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-size,27372
ClassicGumtree-bu_minsim-0.8-bu_minsize-1100-st_minprio-1-st_priocalc-size,27369
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-size,27367
HybridGumtree-bu_minsize-1500-st_minprio-1-st_priocalc-height,27367
HybridGumtree-bu_minsize-800-st_minprio-1-st_priocalc-height,27358
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-size,27356
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-size,27351
HybridGumtree-bu_minsize-1600-st_minprio-1-st_priocalc-height,27341
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-size,27337
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-size,27337
HybridGumtree-bu_minsize-700-st_minprio-1-st_priocalc-height,27336
ClassicGumtree-bu_minsim-0.8-bu_minsize-1000-st_minprio-1-st_priocalc-size,27331
ClassicGumtree-bu_minsim-0.4-bu_minsize-200-st_minprio-1-st_priocalc-size,27328
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-size,27307
HybridGumtree-bu_minsize-600-st_minprio-1-st_priocalc-height,27306
ClassicGumtree-bu_minsim-0.5-bu_minsize-300-st_minprio-1-st_priocalc-size,27306
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-size,27293
HybridGumtree-bu_minsize-1700-st_minprio-1-st_priocalc-height,27282
ClassicGumtree-bu_minsim-0.7-bu_minsize-600-st_minprio-1-st_priocalc-size,27279
ClassicGumtree-bu_minsim-0.8-bu_minsize-900-st_minprio-1-st_priocalc-size,27273
HybridGumtree-bu_minsize-1800-st_minprio-1-st_priocalc-height,27260
HybridGumtree-bu_minsize-500-st_minprio-1-st_priocalc-height,27255
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-size,27251
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-size,27221
ClassicGumtree-bu_minsim-0.6-bu_minsize-400-st_minprio-1-st_priocalc-size,27205
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-size,27197
HybridGumtree-bu_minsize-400-st_minprio-1-st_priocalc-height,27197
HybridGumtree-bu_minsize-1900-st_minprio-1-st_priocalc-height,27193
ClassicGumtree-bu_minsim-0.8-bu_minsize-800-st_minprio-1-st_priocalc-size,27184
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-size,27183
ClassicGumtree-bu_minsim-0.9-bu_minsize-1700-st_minprio-1-st_priocalc-size,27176
HybridGumtree-bu_minsize-2000-st_minprio-1-st_priocalc-height,27175
ClassicGumtree-bu_minsim-0.9-bu_minsize-1800-st_minprio-1-st_priocalc-size,27165
ClassicGumtree-bu_minsim-0.9-bu_minsize-1600-st_minprio-1-st_priocalc-size,27164
ClassicGumtree-bu_minsim-0.9-bu_minsize-1500-st_minprio-1-st_priocalc-size,27162
ClassicGumtree-bu_minsim-0.9-bu_minsize-1900-st_minprio-1-st_priocalc-size,27158
ClassicGumtree-bu_minsim-0.9-bu_minsize-2000-st_minprio-1-st_priocalc-size,27151
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-size,27138
ClassicGumtree-bu_minsim-0.9-bu_minsize-1400-st_minprio-1-st_priocalc-size,27136
ClassicGumtree-bu_minsim-0.7-bu_minsize-500-st_minprio-1-st_priocalc-size,27123
ClassicGumtree-bu_minsim-0.3-bu_minsize-100-st_minprio-1-st_priocalc-size,27115
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-size,27101
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-size,27100
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-size,27099
ClassicGumtree-bu_minsim-0.9-bu_minsize-1300-st_minprio-1-st_priocalc-size,27095
ClassicGumtree-bu_minsim-0.8-bu_minsize-700-st_minprio-1-st_priocalc-size,27095
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-size,27094
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-size,27088
HybridGumtree-bu_minsize-300-st_minprio-2-st_priocalc-size,27082
HybridGumtree-bu_minsize-300-st_minprio-1-st_priocalc-height,27081
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-size,27076
ClassicGumtree-bu_minsim-0.9-bu_minsize-1200-st_minprio-1-st_priocalc-size,27065
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-size,27063
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-size,27056
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-size,27041
HybridGumtree-bu_minsize-800-st_minprio-3-st_priocalc-size,27037
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-size,27028
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-size,27019
HybridGumtree-bu_minsize-700-st_minprio-3-st_priocalc-size,27010
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-size,27001
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-size,26992
ClassicGumtree-bu_minsim-0.5-bu_minsize-200-st_minprio-1-st_priocalc-size,26981
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-size,26981
HybridGumtree-bu_minsize-1300-st_minprio-2-st_priocalc-height,26980
HybridGumtree-bu_minsize-1600-st_minprio-2-st_priocalc-height,26975
HybridGumtree-bu_minsize-1200-st_minprio-4-st_priocalc-size,26973
HybridGumtree-bu_minsize-1400-st_minprio-2-st_priocalc-height,26972
HybridGumtree-bu_minsize-1500-st_minprio-2-st_priocalc-height,26972
HybridGumtree-bu_minsize-1200-st_minprio-2-st_priocalc-height,26971
HybridGumtree-bu_minsize-600-st_minprio-3-st_priocalc-size,26970
HybridGumtree-bu_minsize-1700-st_minprio-2-st_priocalc-height,26965
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-size,26965
ClassicGumtree-bu_minsim-0.9-bu_minsize-1100-st_minprio-1-st_priocalc-size,26964
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-size,26956
ClassicGumtree-bu_minsim-0.6-bu_minsize-300-st_minprio-1-st_priocalc-size,26953
HybridGumtree-bu_minsize-1100-st_minprio-4-st_priocalc-size,26948
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-size,26945
HybridGumtree-bu_minsize-1800-st_minprio-2-st_priocalc-height,26943
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-size,26941
HybridGumtree-bu_minsize-1100-st_minprio-2-st_priocalc-height,26936
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-size,26935
ClassicGumtree-bu_minsim-0.8-bu_minsize-600-st_minprio-1-st_priocalc-size,26922
HybridGumtree-bu_minsize-1000-st_minprio-4-st_priocalc-size,26921
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-size,26917
HybridGumtree-bu_minsize-500-st_minprio-3-st_priocalc-size,26911
HybridGumtree-bu_minsize-1000-st_minprio-2-st_priocalc-height,26909
HybridGumtree-bu_minsize-900-st_minprio-4-st_priocalc-size,26908
HybridGumtree-bu_minsize-1900-st_minprio-2-st_priocalc-height,26908
HybridGumtree-bu_minsize-2000-st_minprio-2-st_priocalc-height,26901
ClassicGumtree-bu_minsim-0.7-bu_minsize-400-st_minprio-1-st_priocalc-size,26894
HybridGumtree-bu_minsize-900-st_minprio-2-st_priocalc-height,26888
HybridGumtree-bu_minsize-800-st_minprio-4-st_priocalc-size,26886
HybridGumtree-bu_minsize-200-st_minprio-2-st_priocalc-size,26882
HybridGumtree-bu_minsize-200-st_minprio-1-st_priocalc-height,26881
ClassicGumtree-bu_minsim-0.9-bu_minsize-1000-st_minprio-1-st_priocalc-size,26873
ClassicGumtree-bu_minsim-1.0-bu_minsize-2000-st_minprio-1-st_priocalc-size,26867
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-size,26865
HybridGumtree-bu_minsize-800-st_minprio-2-st_priocalc-height,26861
HybridGumtree-bu_minsize-700-st_minprio-4-st_priocalc-size,26856
HybridGumtree-bu_minsize-1500-st_minprio-5-st_priocalc-size,26837
HybridGumtree-bu_minsize-1400-st_minprio-5-st_priocalc-size,26836
HybridGumtree-bu_minsize-400-st_minprio-3-st_priocalc-size,26836
HybridGumtree-bu_minsize-1300-st_minprio-5-st_priocalc-size,26832
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-size,26825
HybridGumtree-bu_minsize-1200-st_minprio-5-st_priocalc-size,26821
HybridGumtree-bu_minsize-700-st_minprio-2-st_priocalc-height,26820
HybridGumtree-bu_minsize-600-st_minprio-4-st_priocalc-size,26804
HybridGumtree-bu_minsize-1700-st_minprio-5-st_priocalc-size,26799
ClassicGumtree-bu_minsim-1.0-bu_minsize-1900-st_minprio-1-st_priocalc-size,26795
HybridGumtree-bu_minsize-1600-st_minprio-5-st_priocalc-size,26793
HybridGumtree-bu_minsize-1100-st_minprio-5-st_priocalc-size,26786
HybridGumtree-bu_minsize-1900-st_minprio-5-st_priocalc-size,26779
HybridGumtree-bu_minsize-1800-st_minprio-5-st_priocalc-size,26776
HybridGumtree-bu_minsize-600-st_minprio-2-st_priocalc-height,26771
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-size,26768
ClassicGumtree-bu_minsim-0.9-bu_minsize-900-st_minprio-1-st_priocalc-size,26766
ClassicGumtree-bu_minsim-0.4-bu_minsize-100-st_minprio-1-st_priocalc-size,26764
HybridGumtree-bu_minsize-1000-st_minprio-5-st_priocalc-size,26757
HybridGumtree-bu_minsize-900-st_minprio-5-st_priocalc-size,26739
HybridGumtree-bu_minsize-500-st_minprio-4-st_priocalc-size,26736
ClassicGumtree-bu_minsim-1.0-bu_minsize-1800-st_minprio-1-st_priocalc-size,26731
HybridGumtree-bu_minsize-1400-st_minprio-3-st_priocalc-height,26718
HybridGumtree-bu_minsize-1600-st_minprio-3-st_priocalc-height,26718
HybridGumtree-bu_minsize-300-st_minprio-3-st_priocalc-size,26713
HybridGumtree-bu_minsize-500-st_minprio-2-st_priocalc-height,26710
HybridGumtree-bu_minsize-1500-st_minprio-3-st_priocalc-height,26709
HybridGumtree-bu_minsize-800-st_minprio-5-st_priocalc-size,26706
ClassicGumtree-bu_minsim-0.8-bu_minsize-500-st_minprio-1-st_priocalc-size,26702
HybridGumtree-bu_minsize-1700-st_minprio-3-st_priocalc-height,26701
HybridGumtree-bu_minsize-1800-st_minprio-3-st_priocalc-height,26700
HybridGumtree-bu_minsize-1300-st_minprio-3-st_priocalc-height,26690
HybridGumtree-bu_minsize-1200-st_minprio-3-st_priocalc-height,26686
HybridGumtree-bu_minsize-2000-st_minprio-3-st_priocalc-height,26683
ClassicGumtree-bu_minsim-1.0-bu_minsize-1700-st_minprio-1-st_priocalc-size,26681
HybridGumtree-bu_minsize-700-st_minprio-5-st_priocalc-size,26661
SimpleGumtree-st_minprio-1-st_priocalc-size,26652
HybridGumtree-bu_minsize-1900-st_minprio-3-st_priocalc-height,26647
HybridGumtree-bu_minsize-1100-st_minprio-3-st_priocalc-height,26644
HybridGumtree-bu_minsize-400-st_minprio-4-st_priocalc-size,26640
ClassicGumtree-bu_minsim-0.9-bu_minsize-800-st_minprio-1-st_priocalc-size,26619
ClassicGumtree-bu_minsim-1.0-bu_minsize-1600-st_minprio-1-st_priocalc-size,26614
HybridGumtree-bu_minsize-1000-st_minprio-3-st_priocalc-height,26607
HybridGumtree-bu_minsize-400-st_minprio-2-st_priocalc-height,26604
HybridGumtree-bu_minsize-600-st_minprio-5-st_priocalc-size,26589
HybridGumtree-bu_minsize-1600-st_minprio-4-st_priocalc-height,26580
HybridGumtree-bu_minsize-1800-st_minprio-4-st_priocalc-height,26573
HybridGumtree-bu_minsize-1400-st_minprio-4-st_priocalc-height,26570
HybridGumtree-bu_minsize-900-st_minprio-3-st_priocalc-height,26568
HybridGumtree-bu_minsize-1700-st_minprio-4-st_priocalc-height,26565
HybridGumtree-bu_minsize-1500-st_minprio-4-st_priocalc-height,26562
ClassicGumtree-bu_minsim-0.7-bu_minsize-300-st_minprio-1-st_priocalc-size,26556
HybridGumtree-bu_minsize-2000-st_minprio-4-st_priocalc-height,26553
HybridGumtree-bu_minsize-1300-st_minprio-4-st_priocalc-height,26551
HybridGumtree-bu_minsize-1900-st_minprio-4-st_priocalc-height,26546
HybridGumtree-bu_minsize-2000-st_minprio-5-st_priocalc-height,26542
ClassicGumtree-bu_minsim-0.2-bu_minsize-2000-st_minprio-1-st_priocalc-height,26538
